text,text_norm,label,label_full,score,chunk_idx,tese_id
meta-heurísticas,meta-heurísticas,METODO,método ou técnica computacional,0.5768,34,12
Meta-heurísticas,meta-heurísticas,METODO,método ou técnica computacional,0.4976,34,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9217,38,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9412,38,12
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6209,40,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5212,40,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7379,40,12
bioinformática,bioinformática,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4953,42,12
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5124,42,12
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4569,43,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4944,43,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.616,44,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.717,44,12
HGA,hga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5383,45,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7146,45,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4572,45,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6398,46,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7521,47,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6805,47,12
Oliveira & Júnior,oliveira & júnior,AUTOR,pesquisador ou autor,0.8618,48,12
Mengxu & Bin,mengxu & bin,AUTOR,pesquisador ou autor,0.841,48,12
OIMGA,oimga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6973,48,12
Oliveira & Júnior,oliveira & júnior,AUTOR,pesquisador ou autor,0.8903,49,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.554,49,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9037,49,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.923,49,12
C++,c++,LANG,linguagem de programação,0.8027,49,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4834,50,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9381,50,12
HGA,hga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5729,50,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5482,50,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9208,50,12
HGA,hga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4151,51,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7544,52,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5913,52,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6662,52,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4984,53,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4608,53,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8859,54,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8882,54,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7418,56,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6122,56,12
Merabti & Massicotte,merabti & massicotte,AUTOR,pesquisador ou autor,0.8263,58,12
Chen & Wu,chen & wu,AUTOR,pesquisador ou autor,0.8498,58,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5584,58,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5555,58,12
Merabti & Massicotte,merabti & massicotte,AUTOR,pesquisador ou autor,0.8078,58,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.542,58,12
AG,algoritmo genético,HARDWARE,hardware ou plataforma embarcada,0.5227,59,12
Chen & Wu,chen & wu,AUTOR,pesquisador ou autor,0.8714,59,12
AG,algoritmo genético,HARDWARE,hardware ou plataforma embarcada,0.4833,59,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8077,60,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6772,60,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6912,60,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7525,60,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6842,60,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5514,60,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.662,61,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4941,62,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.3804,62,12
kernel,kernel,HARDWARE,hardware ou plataforma embarcada,0.3816,64,12
kernel,kernel,HARDWARE,hardware ou plataforma embarcada,0.3876,64,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8952,65,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.826,65,12
Mengxu & Bin,mengxu & bin,AUTOR,pesquisador ou autor,0.8049,65,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.557,66,12
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.686,67,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5497,67,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6092,71,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9507,72,12
Matheus F. Torquato,matheus f. torquato,AUTOR,pesquisador ou autor,0.9527,72,12
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9536,72,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9546,72,12
Escola Potiguar de Computação e suas Aplicações,escola potiguar de computação e suas aplicações,INSTITUICAO,instituição de ensino ou pesquisa,0.7813,72,12
Lucileide M. D. da Silva,lucileide m. d. da silva,AUTOR,pesquisador ou autor,0.8767,73,12
Matheus F. Torquato,matheus f. torquato,AUTOR,pesquisador ou autor,0.931,73,12
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9279,73,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.3843,73,12
Matheus F. Torquato,matheus f. torquato,AUTOR,pesquisador ou autor,0.9671,74,12
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9614,74,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5453,74,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8129,75,12
arquitetura,arquitetura,HARDWARE,hardware ou plataforma embarcada,0.4372,76,12
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5082,76,12
arquitetura,arquitetura,HARDWARE,hardware ou plataforma embarcada,0.3854,76,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8158,77,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8391,79,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8455,79,12
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.5281,80,12
Computação Reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.4848,80,12
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.8424,81,12
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.8197,81,12
Azarian & Ahmadi,azarian & ahmadi,AUTOR,pesquisador ou autor,0.8608,83,12
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.7994,84,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5386,84,12
Computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.7222,84,12
Azarian & Ahmadi,azarian & ahmadi,AUTOR,pesquisador ou autor,0.8805,84,12
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.619,85,12
GPP,gpp,HARDWARE,hardware ou plataforma embarcada,0.5387,85,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7924,86,12
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.4202,86,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7736,86,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8761,87,12
CPLDs,cplds,HARDWARE,hardware ou plataforma embarcada,0.6468,87,12
CPLDs,cplds,HARDWARE,hardware ou plataforma embarcada,0.7397,87,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8575,87,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7485,88,12
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.5816,88,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7069,89,12
COMPUTAÇÃO RECONFIGURÁVEL,computação reconfigurável,METODO,método ou técnica computacional,0.5567,89,12
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.6607,89,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7312,90,12
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8198,90,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6859,90,12
CLB,clb,HARDWARE,hardware ou plataforma embarcada,0.4598,91,12
CLB,clb,HARDWARE,hardware ou plataforma embarcada,0.3892,91,12
LUT,lut,HARDWARE,hardware ou plataforma embarcada,0.4278,91,12
LUT,lut,LANG,linguagem de programação,0.8678,92,12
LUT,lut,LANG,linguagem de programação,0.8646,92,12
LUTs,luts,LANG,linguagem de programação,0.76,92,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6858,94,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4364,94,12
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.5312,94,12
LUT,lut,LANG,linguagem de programação,0.4437,95,12
LUT,lut,LANG,linguagem de programação,0.4028,95,12
Virtex,virtex,HARDWARE,hardware ou plataforma embarcada,0.3996,97,12
Hardware Description Language,hardware description language,LANG,linguagem de programação,0.7163,98,12
HDL,hdl,LANG,linguagem de programação,0.7955,98,12
HDL,hdl,LANG,linguagem de programação,0.7419,98,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7052,99,12
Hauck & DeHon,hauck & dehon,AUTOR,pesquisador ou autor,0.8468,100,12
Virtex,virtex,HARDWARE,hardware ou plataforma embarcada,0.4861,101,12
COMPUTAÇÃO RECONFIGURÁVEL,computação reconfigurável,METODO,método ou técnica computacional,0.5269,101,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7472,102,12
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6609,102,12
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5158,103,12
Charles Darwin,charles darwin,AUTOR,pesquisador ou autor,0.9798,103,12
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6393,108,12
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.56,109,12
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4889,110,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6009,111,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4563,113,12
roleta,roleta,METODO,método ou técnica computacional,0.5562,120,12
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5024,129,12
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5322,129,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7201,130,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7235,130,12
Charles Darwin,charles darwin,AUTOR,pesquisador ou autor,0.9117,130,12
Charles Darwin,charles darwin,AUTOR,pesquisador ou autor,0.9834,132,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.773,141,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.808,141,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5818,143,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5952,144,12
ALGORITMOS GENÉTICOS,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7144,146,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5859,146,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6132,146,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5781,147,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6332,148,12
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6356,148,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4288,151,12
Goresky & Klapper,goresky & klapper,AUTOR,pesquisador ou autor,0.9143,153,12
Goresky & Klapper,goresky & klapper,AUTOR,pesquisador ou autor,0.9357,153,12
MFA,mfa,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4508,155,12
MFAj,mfaj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5629,155,12
MFAj,mfaj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6095,155,12
MFA,mfa,PROTOCOLO,protocolo ou padrão de comunicação,0.9545,158,12
MFA,mfa,PROTOCOLO,protocolo ou padrão de comunicação,0.944,158,12
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.5805,164,12
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.5722,164,12
MSj,msj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6801,165,12
MSj,msj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6757,165,12
MSMUX4j,msmux4j,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4122,167,12
MSMUX5j,msmux5j,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4008,167,12
MSMUX6j,msmux6j,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4112,167,12
MSMUX6j,msmux6j,FRAMEWORK,framework ou biblioteca de software,0.3919,170,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5853,184,12
Módulo de Sincronização,módulo de sincronização,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5586,188,12
módulo de sincronização,módulo de sincronização,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5978,188,12
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4999,188,12
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.4009,190,12
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.4606,193,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4874,194,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7815,196,12
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.9222,198,12
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.8639,198,12
VHDL,vhdl,LANG,linguagem de programação,0.9161,198,12
Verilog,verilog,LANG,linguagem de programação,0.8964,198,12
Matlab,matlab,LANG,linguagem de programação,0.522,198,12
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.4111,199,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7363,201,12
AG,algoritmo genético,HARDWARE,hardware ou plataforma embarcada,0.5071,204,12
FPGA,fpga,LANG,linguagem de programação,0.5524,204,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8154,206,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8294,206,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6507,207,12
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.811,207,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7017,208,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4174,210,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7141,214,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5085,214,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.659,216,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5238,218,12
MFA,mfa,LANG,linguagem de programação,0.4857,218,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5365,218,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5856,219,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6703,221,12
MUX,mux,PROTOCOLO,protocolo ou padrão de comunicação,0.4646,223,12
MSMUX4j,msmux4j,PROTOCOLO,protocolo ou padrão de comunicação,0.4672,223,12
MSMUX5j,msmux5j,PROTOCOLO,protocolo ou padrão de comunicação,0.4011,223,12
MUX,mux,PROTOCOLO,protocolo ou padrão de comunicação,0.5814,224,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5405,224,12
Virtex 7,virtex 7,HARDWARE,hardware ou plataforma embarcada,0.6043,224,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.713,226,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7243,228,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7127,228,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8585,230,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.516,232,12
MFA,mfa,HARDWARE,hardware ou plataforma embarcada,0.5081,232,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7053,236,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9459,236,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6834,236,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9469,236,12
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.8563,237,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6974,237,12
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.8369,237,12
MFA,mfa,LANG,linguagem de programação,0.6066,238,12
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.8036,238,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6602,239,12
OIMGA,oimga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7627,240,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6881,240,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5974,243,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.646,243,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6759,243,12
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4494,245,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6918,246,12
Virtex 7,virtex 7,HARDWARE,hardware ou plataforma embarcada,0.5218,246,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4252,247,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7255,248,12
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7269,248,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6055,248,12
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.489,248,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6011,249,12
Mahmood Ahmadi,mahmood ahmadi,AUTOR,pesquisador ou autor,0.8148,254,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8265,254,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8724,254,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.7463,255,12
ACM,acm,EMPRESA,organização ou empresa de tecnologia,0.599,255,12
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.6198,256,12
q-learning,q-learning,METODO,método ou técnica computacional,0.4552,256,12
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9574,256,12
Fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.5721,256,12
fpgas,fpga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4463,261,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.7889,262,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.7072,263,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8554,263,12
genetic algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4776,264,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.7813,264,12
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8378,264,12
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9743,0,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5547,0,13
Programa de Pós-Graduação em Engenharia,programa de pós-graduação em engenharia,INSTITUICAO,instituição de ensino ou pesquisa,0.7327,1,13
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.8867,2,13
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9416,3,13
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.852,3,13
Divisão de Serviços Técnicos,divisão de serviços técnicos,INSTITUICAO,instituição de ensino ou pesquisa,0.6703,3,13
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9382,4,13
Matheus Fernandes,matheus fernandes,AUTOR,pesquisador ou autor,0.9191,4,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5009,4,13
Matheus Fernandes,matheus fernandes,AUTOR,pesquisador ou autor,0.8939,4,13
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9648,5,13
Centro de Tecnologia,centro de tecnologia,INSTITUICAO,instituição de ensino ou pesquisa,0.7102,5,13
Programa de Pós-Graduação em Engenharia Elétrica,programa de pós-graduação em engenharia elétrica,INSTITUICAO,instituição de ensino ou pesquisa,0.4537,5,13
Marcelo Augusto Costa Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9413,5,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7964,5,13
Algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4987,5,13
Marcelo Augusto Costa,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9336,5,13
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.7701,9,13
CAPES,capes,INSTITUICAO,instituição de ensino ou pesquisa,0.7417,9,13
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6043,9,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8271,10,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8252,10,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8138,10,13
Field-programmable gate array,fpga,HARDWARE,hardware ou plataforma embarcada,0.5812,10,13
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.8462,11,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8218,12,13
Processamento Paralelo,processamento paralelo,METODO,método ou técnica computacional,0.4558,12,13
Genetic Algorithms,genetic algorithms,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6009,12,13
genetic algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5431,13,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9473,13,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9264,13,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5699,14,13
Genetic Algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7542,14,13
Azarian & Ahmadi,azarian & ahmadi,AUTOR,pesquisador ou autor,0.8569,15,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9404,16,13
CLB,clb,LANG,linguagem de programação,0.6558,16,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9238,16,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8622,17,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8157,17,13
MSj,msj,FRAMEWORK,framework ou biblioteca de software,0.3877,18,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9037,20,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8846,20,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4352,21,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6669,21,13
Linguagem de Descrição de Hardware,linguagem de descrição de hardware,LANG,linguagem de programação,0.5006,27,13
Hardware Description Language,hardware description language,LANG,linguagem de programação,0.4465,27,13
Field Programmable Gate Arrays,field programmable gate arrays,HARDWARE,hardware ou plataforma embarcada,0.3978,31,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.6818,31,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.725,31,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.6064,32,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4128,32,13
meta-heurísticas,meta-heurísticas,METODO,método ou técnica computacional,0.5768,34,13
Meta-heurísticas,meta-heurísticas,METODO,método ou técnica computacional,0.4976,34,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9217,38,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9412,38,13
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6209,40,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5212,40,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7379,40,13
bioinformática,bioinformática,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4953,42,13
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5124,42,13
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4569,43,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4944,43,13
